# The engine refusal table.
# GENERATED by scripts/gen-engine-messages.py; reviewed as a git diff and
# committed. Never hand-add a row: the pytest gate
# (tests/test_engine_messages.py) re-sweeps the engine and fails when this
# file diverges from what src/engine/*.py actually raises.
#
# Engine messages stay ENGLISH at the engine. This table is how the RENDERER
# recognizes one: `message` is matched verbatim (kind=exact) or as a template
# whose {{name}} placeholders capture the interpolated values (kind=pattern),
# and `key` names the catalog entry (engine.<key>) that renders it in the UI
# language. A message NOT in this table passes through verbatim — nothing is
# ever swallowed. Keys are STABLE: rewording a message keeps its key.
key	kind	modules	message
gs_capability.ghostscriptRequiredOperationNone	exact	gs_capability	Ghostscript is required for this operation and none is configured. Install Ghostscript from ghostscript.com, then set its path in Preferences > Engine.
gs_capability.ghostscriptRequiredOperationThere	pattern	gs_capability	Ghostscript is required for this operation and there is no program at {{v0}}. Install Ghostscript from ghostscript.com, then set its path in Preferences > Engine.
guided_actions.actionProducesDocumentOnce	exact	guided_actions	an action produces its document once — use create_pdf or create_pdf_folders, not both
guided_actions.actionSteps	exact	guided_actions	the action has no steps
guided_actions.createPdfMustFirst	pattern	guided_actions	{{op}} must be the first step — it produces the document the rest of the action works on
guided_actions.destinationMustOutsideSource	exact	guided_actions	The destination must be outside the source folder -- choose a separate folder for the processed copies.
guided_actions.encryptMustLastStep	exact	guided_actions	encrypt must be the last step
guided_actions.encryptSetOpenOwner	exact	guided_actions	encrypt: set an open or an owner password
guided_actions.mrcCompressionMustCome	exact	guided_actions	MRC compression must come after OCR — OCR reads the page image, and MRC replaces it
guided_actions.mustLastStepWrites	pattern	guided_actions	{{op}} must be the last step -- it writes a different kind of file, and nothing can run on that
guided_actions.onePdfPerFolder	exact	guided_actions	A one-PDF-per-folder run cannot move processed originals -- its sources are whole folders, not single files.
guided_actions.placeModeCannotEnd	exact	guided_actions	In-place mode cannot end with an export -- the exported document is a new file, not a replacement for its source.
guided_actions.placeModeCannotStart	exact	guided_actions	In-place mode cannot start with a step that creates the document -- the converted document is a new file, not a replacement for its source.
guided_actions.processedOriginalsFolderMust	exact	guided_actions,preflight_sweep	The processed-originals folder must be outside the destination folder.
guided_actions.processedOriginalsFolderMust2	exact	guided_actions,preflight_sweep	The processed-originals folder must be outside the source folder.
guided_actions.scanEnhancementMustCome	exact	guided_actions	scan enhancement must come before MRC compression — MRC replaces the page image with reconstructed layers, and enhancing those enhances a reconstruction
guided_actions.scanEnhancementMustCome2	exact	guided_actions	scan enhancement must come before OCR — enhancement moves the ink, and an OCR layer written first would sit over where it used to be
guided_actions.stepNameExportFormat	pattern	guided_actions	step {{v0}} ({{op}}): name the export format
guided_actions.stepParamsMustObject	pattern	guided_actions	step {{v0}} ({{op}}): params must be an object
guided_actions.stepPositionTextGo	pattern	guided_actions	step {{v0}} ({{op}}): position and text go together
guided_actions.stepSetTextImagePdf	pattern	guided_actions	step {{v0}} ({{op}}): set text, image or pdf_source, exactly one of them
guided_actions.stepStepObject	pattern	guided_actions	step {{v0}} is not a step object
guided_actions.stepUnknownOperation	pattern	guided_actions	step {{v0}}: unknown operation {{op}}
guided_actions.stepUnknownParameterS	pattern	guided_actions	step {{v0}} ({{op}}): unknown parameter(s) {{unknown}}
guided_actions.stepUsePlacementsPosition	pattern	guided_actions	step {{v0}} ({{op}}): use placements or position/text, not both
hairlines.formHairlineDrawnCould	exact	hairlines	The form a hairline is drawn in could not be found.
hairlines.hairlineThresholdMustGreater	exact	hairlines	The hairline threshold must be greater than zero.
hairlines.replacementWidthMustLeast	exact	hairlines	The replacement width must be at least the hairline threshold, or the corrected strokes are still hairlines.
headers.fontSizeMust	pattern	headers	font_size must be >= {{_MIN_FONT_SIZE}}
headers.leastOnePlacementRequired	exact	headers	at least one placement is required
headers.positionMustOneGot	pattern	headers	position must be one of {{_POSITIONS}}, got {{pos}}
headers.textContainsCharactersOutside	exact	headers	text contains characters outside Latin-1 and no fallback font is available
icc_profiles.bundledColourProfilesLicensed	exact	icc_profiles	The bundled colour profiles are licensed separately and that licence has not been accepted on this computer, so no bundled profile can be opened. Accept the colour-profile licence to enable colour conversion, output intents and output preview, or name your own profile file instead.
icc_profiles.colourProfileNamedInstalled	pattern	icc_profiles	No colour profile named "{{name}}" is installed, and it is not a profile file this engine can open.
icc_profiles.colourProfilesInstalledThere	pattern	icc_profiles	No colour profiles are installed in {{directory}}, so there is no destination profile to convert to.
image_export.dpiMustGot	pattern	image_export	dpi must be {{_MIN_DPI}}-{{_MAX_DPI}}, got {{dpi}}
image_export.dpiMustNumberGot	pattern	image_export	dpi must be a number, got {{dpi}}
image_export.ghostscriptReportedSuccessExpected	pattern	image_export	Ghostscript reported success but {{v0}} expected output file(s) are missing (first: {{v1}})
image_export.outputPathDirectoryFile	pattern	create_pdf,extract_text,image_export,office_export,soffice	output path is a directory, not a file: {{output}}
image_export.unsupportedImageFormat	pattern	image_export	unsupported image format {{fmt}} (have {{v1}})
incremental.editClassMustForm	exact	incremental	edit class must be "form-fill", "annotate" or "structural"
incremental.incrementalTransplantFailed	pattern	incremental	Incremental transplant failed: {{e}}
incremental.incrementalWriteDidPreserve	exact	incremental	Incremental write did not preserve the original bytes verbatim — refusing to emit a signature-breaking file
incremental.objectGraphTooDeep	exact	incremental	Object graph too deep to materialize
incremental.pageSignedOriginalStructural	pattern	incremental	Page {{v0}} of the signed original has no structural match in the edited file, which also adds unmatched pages — a rewritten page cannot be told apart from a delete plus an insert, so that edit cannot be appended without invalidating
incremental.refusingOverwriteSignedOriginal	exact	incremental	Refusing to overwrite the signed original in place
incremental.unsupportedObjectTypeTransplant	pattern	incremental	Unsupported object type for transplant: {{v0}}
ink_manager.describeDifferentColoursAliasing	pattern	ink_manager	"{{source}}" and "{{target}}" describe different colours; aliasing them will change the document's appearance.
ink_manager.inkDeclaresAlternateColour	pattern	ink_manager	Ink "{{name}}" declares no alternate colour space.
ink_manager.inkUsedDocument	pattern	ink_manager	Ink "{{name}}" is not used in this document.
ink_manager.inkUsedPatternTool	pattern	ink_manager	Ink "{{name}}" is used by a pattern this tool cannot rewrite.
ink_manager.nameLeastOneInk	exact	ink_manager	Name at least one ink to convert.
ink_manager.processInksCannotAliased	exact	ink_manager	Process inks cannot be aliased to a spot colour.
inspect.pageOutRange	pattern	inspect	Page {{page}} out of range (1-{{v1}})
layers.layerIndexOutRange	pattern	layers	layer index {{index}} is out of range (0-{{v1}})
links.documentDestinationNamed	pattern	links	this document has no destination named {{name}}
links.linkBorderStyleMust	exact	links	link border style must be solid, dashed or underline
links.linkBorderWidthMust	exact	links	link border width must be a number
links.linkBorderWidthMust2	exact	links	link border width must not be negative
links.linkColourMustThree	exact	links	link colour must be three numbers from 0 to 1
links.linkDashPatternMust	exact	links	link dash pattern must be numbers
links.linkFileNeedsPath	exact	links	a link to a file needs a path
links.linkFileNeedsWhole	exact	links	a link to a file needs a whole page number
links.linkHighlightMustNone	exact	links	link highlight must be none, invert, outline or push
links.linkIndexOutRange	pattern	links	link index {{index}} is out of range (page has {{v1}})
links.linkPageNeedsPage	exact	links	a link to a page needs a page number
links.linkViewMustNumber	pattern	links	link view {{key}} must be a number
links.linksAdd	exact	links	no links to add
links.namedDestinationLinkNeeds	exact	links	a named destination link needs a name
links.pageOutRange	pattern	doc_properties,enhance_scan,form_detect,links,page_images,page_vectors,read_aloud,redact_marks,search_regions,slide_export,spelling,table_export,tag_content,text_authoring,text_export,text_paragraphs,text_runs	page {{page_no}} is out of range (1-{{v1}})
links.rectMustPositiveWidth	exact	links,redact_marks	rect must have a positive width and height
links.rectMustXY	exact	links,page_images,redact_marks,text_authoring	rect must be [x0, y0, x1, y1]
links.unknownLinkTarget	pattern	links	unknown link target {{v0}}
links.unknownLinkViewMode	pattern	links	unknown link view mode {{mode}}
links.urlMustEmpty	exact	links	url must not be empty
links.webAddressesEmailAddresses	exact	links	No web addresses or email addresses were found in the text.
merge.theseDocumentsCannotCombined	exact	merge	These documents cannot be combined without changing their protection: they do not all carry the same encryption and permissions, and one combined document can only have one. Give them matching protection, or decrypt them first.
mrc.everyScannedPageFailed	exact	mrc	every scanned page failed mask verification — no MRC output was written
mrc.everyScannedPageFailedText	exact	mrc	every scanned page failed text verification — no MRC output was written, because a page whose words did not survive is not an output worth having. Try the archival preset, which keeps thin strokes.
mrc.firstDifference	pattern	mrc	{{reason}} (first difference — {{divergence}})
mrc.ghostscriptCouldRenderPage	pattern	mrc	Ghostscript could not render the page image: {{detail}}
mrc.mrcBackgroundDivisorMust	pattern	mrc	the MRC background divisor must be 1-12, got {{bg_divisor}}
mrc.mrcForegroundDivisorMust	pattern	mrc	the MRC foreground divisor must be 1-12, got {{fg_divisor}}
mrc.ocrEngineAvailableText	pattern	mrc	The OCR engine is not available at {{v0}}, so the text of an MRC page cannot be verified. Turn off text verification or run scripts/bundle-tesseract.ps1.
mrc.pageDocumentScannedImage	exact	mrc	no page in this document is a scanned image — MRC compression has nothing to separate
mrc.pdfJbigFilterMask	pattern	mrc	PDF/A-1 has no JBIG2 filter, so the mask codec {{mask_codec}} and the PDF/A-safe option cannot both apply — choose one.
mrc.textVerificationFailedSource	pattern	mrc	text verification failed: {{similarity}} of the source page's words survived, below this preset's {{verify_threshold}} floor
mrc.unknownMrcMaskCodec	pattern	mrc	unknown MRC mask codec: {{name}} (expected one of {{v1}})
mrc.unknownMrcPresetExpected	pattern	mrc	unknown MRC preset: {{preset}} (expected one of {{v1}})
mrc_codecs.ccittGMaskMust	pattern	mrc_codecs	a CCITT G4 mask must encode as ONE strip; libtiff wrote {{v0}} — the concatenated stream would decode progressively wrong.
mrc_codecs.jbigEncoderAvailableJbig	pattern	mrc_codecs	The JBIG2 encoder is not available: no jbig2.exe at {{v0}}. Run scripts/bundle-jbig2enc.ps1.
mrc_codecs.jbigEncoderProducedOutput	pattern	mrc_codecs	The JBIG2 encoder produced no output for page {{v0}}.
mrc_codecs.jbigEncoderProducedSymbol	exact	mrc_codecs	The JBIG2 encoder produced no symbol dictionary — the shared /JBIG2Globals stream every page refers to is missing.
mrc_codecs.jbigSymbolThresholdMust	pattern	mrc_codecs	the JBIG2 symbol threshold must be {{MIN_SYMBOL_THRESHOLD}}-{{MAX_SYMBOL_THRESHOLD}}, got {{symbol_threshold}}
mrc_codecs.jpegQualityMustGot	pattern	mrc_codecs	JPEG quality must be 1-100, got {{quality}}
mrc_codecs.jpegRateMustGot	pattern	mrc_codecs	a JPEG2000 rate must be >= 1, got {{rate}}
mrc_codecs.maskMustBitImage	pattern	mrc_codecs	a mask must be a 1-bit image (Pillow mode '1'), got mode {{v0}}
mrc_codecs.maskVerificationCouldDecode	pattern	mrc_codecs	mask verification could not decode the stencil: {{detail}}
mrc_codecs.maskVerificationFailedEmbedded	pattern	mrc_codecs	mask verification failed: the embedded {{v0}} stencil decodes to {{got}} ink coverage, the mask it came from has {{v2}}.
mrc_codecs.oneMaskProfilePer	pattern	mrc_codecs	one mask profile per mask is required, got {{v0}} for {{v1}} mask(s)
mrc_codecs.unknownJbigMode	pattern	mrc_codecs	unknown JBIG2 mode: {{mode}}
mrc_codecs.unknownMaskCodecExpected	pattern	mrc_codecs	unknown mask codec: {{codec}} (expected one of {{v1}})
object_inspector.deviceWroteRaster	exact	object_inspector	the device wrote no raster
object_inspector.objectUnderPointCannot	exact	object_inspector	The object under that point cannot be isolated on its own.
object_inspector.objectUnderPointCould	pattern	object_inspector	The object under that point could not be isolated for measurement: {{detail}}
object_inspector.pageSContentWill	pattern	object_inspector	This page's content will not read, so nothing on it can be identified: {{exc}}
object_inspector.pointPage	exact	object_inspector	That point is not on this page.
ocr_layer.ocrWordsApply	exact	ocr_layer	No OCR words to apply.
office_export.conversionWroteFileCarries	pattern	office_export	the conversion wrote a {{key}} file that carries no document content
office_export.exportTakesOption	pattern	office_export	the {{key}} export takes no {{name}} option
office_export.inputFileEmpty	pattern	create_pdf,office_export,soffice	the input file is empty: {{file}}
office_export.libreofficeAvailableSofficePath	exact	office_export,soffice	LibreOffice is not available (no soffice path)
office_export.libreofficeConversionFailedExit	pattern	soffice	LibreOffice conversion failed (exit {{v0}}): {{v1}}
office_export.libreofficeReportedSuccessFile	pattern	soffice	LibreOffice reported success but the file it wrote is empty ({{v0}})
office_export.libreofficeReportedSuccessWrote	pattern	soffice	LibreOffice reported success but wrote no output (stderr: {{v0}})
office_export.outputPathSameFile	exact	office_export,soffice	output path is the same file as the input
office_export.unsupportedExportFormat	pattern	office_export	unsupported export format {{fmt}} (have {{v1}})
outline.bookmarkActionPayloadMust	pattern	outline	bookmark '{{title}}': action payload must be a dictionary
outline.bookmarkDestPayloadMust	pattern	outline	bookmark '{{title}}': dest payload must be a name or string
outline.bookmarkTargetsPage	pattern	outline	bookmark '{{title}}' targets page {{page}} of {{page_count}}
outline.malformedOutlineActionPayload	exact	outline	malformed outline action payload
outline.outlineActionPayloadNested	exact	outline	outline action payload nested too deeply
outline.outlineDeeperThanLevels	pattern	outline	outline deeper than {{MAX_DEPTH}} levels
outlines.pageDrawsTextThrough	pattern	outlines	Page {{page}} draws text through the font resource {{name}}, which the page does not define.
outlines.pageDrawsZeroWidth	pattern	outlines	Page {{page}} draws a zero-width line, which has no fixed width to outline.
outlines.pageNestsFormXobjects	pattern	flattener,outlines	Page {{page}} nests form XObjects deeper than {{cap}} levels.
page_boxes.boxMustOneGot	pattern	page_boxes	box must be one of {{v0}}, got {{box}}
page_images.cropRectDegenerateNothing	exact	page_images	crop rect is degenerate (nothing would remain visible)
page_images.cropRectMustLie	exact	page_images	crop rect must lie within the image (unit coordinates 0..1)
page_images.duplicateTargetIndex	pattern	page_images	duplicate target index {{idx}}
page_images.eachTargetMatrixMust	exact	page_images	each target matrix must be [a, b, c, d, e, f]
page_images.eachTargetMustIndex	exact	page_images	each target must be {index, matrix}
page_images.eachTargetNeedsInteger	exact	page_images	each target needs an integer index
page_images.editDidApplyPlacement	exact	page_images	edit did not apply (placement not found)
page_images.exactlyOneRectRequired	exact	page_images	exactly one of rect / at is required
page_images.fitMustStretchContain	exact	page_images	fit must be "stretch" or "contain"
page_images.imageBoxTooSmall	exact	page_images	image box is too small
page_images.imageIndexOutRange	pattern	page_images	image index {{idx}} is out of range (page has {{count}})
page_images.imageNaturalSize	exact	page_images	image has no natural size
page_images.imagePlacementMatrixDegenerate	exact	page_images	image placement matrix is degenerate (not invertible)
page_images.indexesMustListIntegers	exact	page_images	indexes must be a list of integers
page_images.indexesMustNameLeast	exact	page_images	indexes must name at least one placement
page_images.jpegFile	exact	page_images	not a JPEG file
page_images.layeredReplacementNeedsLeast	exact	page_images	a layered replacement needs at least one layer image
page_images.leastOneOpacityBlend	exact	page_images	at least one of opacity / blend / mask is required
page_images.maskAlphasMustBetween	exact	page_images	mask alphas must be between 0 and 1
page_images.maskKindMustLinear	exact	page_images	mask kind must be "linear", "radial" or "none"
page_images.maskMustDistinctPoints	exact	page_images	mask from/to must be distinct points
page_images.maskMustObject	exact	page_images	mask must be an object
page_images.maskNeedsXY	exact	page_images	mask needs from [x,y], to [x,y], start_alpha, end_alpha
page_images.maskPointsUnitSpace	exact	page_images	mask points are unit-space coordinates (0..1)
page_images.matrixMustBC	exact	page_images,page_vectors	matrix must be [a, b, c, d, e, f]
page_images.mustXY	exact	page_images	at must be [x, y]
page_images.opacityMustBetween	exact	page_images	opacity must be between 0 and 1
page_images.opacityMustNumberBetween	exact	page_images	opacity must be a number between 0 and 1
page_images.placementBoxTooSmall	exact	page_images	placement box is too small
page_images.rawPixelDataBytes	pattern	page_images	raw pixel data is {{v0}} bytes; expected {{expected}}
page_images.rawSourceNeedsRaw	exact	page_images	raw source needs raw_path, width, height, channels in (3, 4)
page_images.rectMustCxCy	exact	page_images	rect must be [cx0, cy0, cx1, cy1]
page_images.sofMarkerFoundUnsupported	exact	page_images	no SOF marker found (unsupported JPEG)
page_images.sourceRequired	exact	page_images	source is required
page_images.svgPathRequired	exact	page_images	svg_path is required
page_images.targetsMustNameLeast	exact	page_images	targets must name at least one placement
page_images.truncatedJpegSofCut	exact	page_images	truncated JPEG (SOF cut short)
page_images.unsupportedJpegComponentsSend	pattern	page_images	unsupported JPEG ({{components}} components); send raw pixels
page_images.vectorGraphicPlacementCannot	exact	page_images	a vector graphic placement cannot be replaced with a raster image; delete it and add a new graphic
page_images.vectorGraphicPlacementImage	exact	page_images	a vector graphic placement has no image bytes to extract
page_labels.duplicateRangeStart	pattern	page_labels	duplicate range start {{start}}
page_labels.rangeStartOutRange	pattern	page_labels	range start {{start}} is out of range (0-{{v1}})
page_labels.styleMustOneNone	pattern	page_labels	style must be one of {{v0}} or 'none', got {{style}}
page_vectors.formChainNestedVector	exact	page_vectors	the form chain for this nested vector object was not found
page_vectors.lineWidthMust	exact	page_vectors	line_width must be >= 0
page_vectors.lineWidthMustNumber	exact	page_vectors	line_width must be a number
page_vectors.mustRGB	pattern	page_vectors	{{name}} must be [r, g, b]
page_vectors.nestedVectorObjectCarries	exact	page_vectors	nested vector object carries no form chain
page_vectors.restyleRequiresLeastOne	exact	page_vectors	restyle requires at least one of fill, stroke, line_width
page_vectors.shadingRecognizedGradientFill	exact	page_vectors	this shading is not in a recognized gradient-fill frame and cannot be transformed
page_vectors.shadingStrokeFillRestyle	exact	page_vectors	a shading has no stroke or fill to restyle
page_vectors.vectorIndexOutRange	pattern	page_vectors	vector index {{index}} is out of range (page has {{v1}})
page_vectors.vectorObjectBboxDegenerate	exact	page_vectors	vector object bbox is degenerate and cannot be transformed
page_vectors.vectorObjectSTransform	exact	page_vectors	vector object's transform matrix is degenerate and cannot be transformed
page_vectors.vectorObjectSpansUnbalanced	exact	page_vectors	vector object spans unbalanced q/Q graphics-state frames and cannot be edited as one unit
pdf_fonts.emptyTounicodeMap	exact	pdf_fonts	empty ToUnicode map
pdf_fonts.fontCannotEncode	pattern	pdf_fonts,text_paragraphs	font cannot encode {{ch}}
pdf_fonts.resolvableEncodingSymbolicFont	exact	pdf_fonts	no resolvable encoding (symbolic font without ToUnicode)
pdf_fonts.tounicodeMapRecoverableMapping	exact	pdf_fonts	no ToUnicode map and no recoverable mapping — this text cannot be re-entered
pdf_fonts.tounicodeMapRecoverableMapping2	exact	pdf_fonts	no ToUnicode map and no recoverable mapping — vertical text cannot be re-entered
pdf_fonts.typeFontDegenerateFontmatrix	exact	pdf_fonts	Type3 font with a degenerate /FontMatrix
pdf_fonts.typeFontMalformedFontmatrix	exact	pdf_fonts	Type3 font with a malformed /FontMatrix
pdf_fonts.typeFontResolvableEncoding	exact	pdf_fonts	Type3 font with no resolvable encoding
pdf_fonts.unreadableTounicodeMap	exact	pdf_fonts	unreadable ToUnicode map
pdf_fonts.unsupportedCompositeFontEncoding	pattern	pdf_fonts	unsupported composite-font encoding ({{enc}})
pdf_save.documentSEncryptionCannot	exact	pdf_save	This document's encryption cannot be kept through this operation, which will not hand back an unprotected copy of a protected document. Decrypt it first if that is what you want.
pdf_save.documentSEncryptionCannot2	exact	pdf_save	This document's encryption cannot be kept through this operation: it is encrypted to certificate recipients, whose list cannot be rewritten. Decrypt the document first if you want an unprotected copy.
pdf_save.documentSEncryptionCannot3	exact	pdf_save	This document's encryption cannot be kept through this operation: its permissions are held by an owner password, which cannot be read back out of the file. Open it with that password, or decrypt the document first if you want an unprotected copy.
pdf_save.documentSEncryptionCannot4	exact	pdf_save	This document's encryption cannot be kept through this operation: it encrypts its metadata under a cipher that cannot be written back with that setting, and a rewritten copy would expose metadata this document keeps encrypted. Decrypt the document first if you want an unprotected copy.
pdf_save.documentSEncryptionCannot5	exact	pdf_save	This document's encryption cannot be kept through this operation: it protects its streams, strings and embedded files with different ciphers, and a rewritten copy can carry only one cipher for all three. Decrypt the document first if you want an unprotected copy.
pdf_save.documentSEncryptionCannot6	exact	pdf_save	This document's encryption cannot be kept through this operation: its encryption version, cipher and key length are a combination that cannot be written back exactly, and a rewritten copy would change the strength of its protection. Decrypt the document first if you want an unprotected copy.
pdfa.ghostscriptPdfConversionDid	pattern	pdfa	Ghostscript PDF/A conversion did not produce {{requested}}: the output declares {{declared}}.
pdfa.ghostscriptPdfConversionFailed	pattern	pdfa	Ghostscript PDF/A conversion failed: {{v0}}
pdfa.outputDeclaresPdfConformance	pattern	pdfa	The output declares no PDF/A conformance at all, so {{requested}} was not produced.
portfolio.documentAlreadyPortfolio	exact	portfolio	this document is already a portfolio
portfolio.memberNamed	pattern	portfolio	no member named {{name}}
portfolio.memberSourceFound	pattern	portfolio	member source not found: {{s}}
portfolio.portfolioNeedsLeastOne	exact	portfolio	a portfolio needs at least one member file
portfolio.portfolioOutputCannotOne	exact	portfolio	the portfolio output cannot be one of its own members
preflight_fixups.aliasSpotNeedsInk	exact	preflight_fixups	alias_spot needs the ink to move and the ink it joins — an alias is a decision about which plate a colour prints on, and no machine may make it.
preflight_fixups.downsampleImagesNeedsResolution	exact	preflight_fixups	downsample_images needs the resolution to downsample to.
preflight_fixups.growBleedBox	pattern	preflight_fixups	grow_bleed_box: {{v0}}
preflight_fixups.growBleedBoxNeeds	exact	preflight_fixups	grow_bleed_box needs the bleed margin to grow to.
preflight_fixups.preflightFixupsNothingRepairs	pattern	preflight_fixups	preflight fixups: nothing repairs {{v0}}.
preflight_fixups.preflightProfileCarriesFixups	pattern	preflight_fixups	The preflight profile '{{v0}}' carries no fixups, so there is nothing for it to repair.
preflight_fixups.profileDoesCarryFixup	pattern	preflight_fixups	That profile does not carry a fixup for what was asked ({{v0}}). It carries: {{v1}}.
preflight_fixups.setDocumentTitleNeeds	exact	preflight_fixups	set_document_title needs the title to write — a title a machine invented is the same failure wearing a different name.
preflight_fixups.setTrappedNeedsTrapping	exact	preflight_fixups	set_trapped needs the trapping state to declare — whether a file is already trapped is a claim only a person may make.
preflight_fixups.setTrimBox	pattern	preflight_fixups	set_trim_box: {{v0}}
preflight_fixups.setTrimBoxThere	pattern	preflight_fixups	set_trim_box: there is no page box called {{from_box}}.
preflight_profiles.giveEitherPreflightProfile	exact	preflight_profiles	Give either a preflight profile id or a profile file, not both.
preflight_profiles.preflightProfileBasedMust	pattern	preflight_profiles	preflight profile: 'based_on' must be text, got {{based_on}}
preflight_profiles.preflightProfileCannotBoth	pattern	preflight_profiles	preflight profile: '{{first}}' and '{{second}}' cannot both run — each undoes what the other did. Name one.
preflight_profiles.preflightProfileCheckApp	pattern	preflight_profiles	preflight profile: '{{check_id}}' is not a check this app runs. A typo here would silently disable a rule.
preflight_profiles.preflightProfileCheckParameter	pattern	preflight_profiles	preflight profile: check '{{check_id}}' has no parameter '{{name}}' (it takes: {{known}}).
preflight_profiles.preflightProfileChecksMust	pattern	preflight_profiles	preflight profile: 'checks' must be an object, got {{raw_checks}}
preflight_profiles.preflightProfileCouldRead	pattern	preflight_profiles	The preflight profile could not be read: {{exc}}
preflight_profiles.preflightProfileDownsampleImages	pattern	preflight_profiles	preflight profile: downsample_images.dpi is {{v0}} but image_min_dpi_contone.min_dpi is {{v1}} — the fixup would create the failure it is meant to clear.
preflight_profiles.preflightProfileEnabledMust	pattern	preflight_profiles	preflight profile: {{check_id}}.enabled must be true or false, got {{raw}}
preflight_profiles.preflightProfileEntryCheck	pattern	preflight_profiles	preflight profile: the entry for check '{{check_id}}' must be an object, got {{entry}}
preflight_profiles.preflightProfileExpectedObject	pattern	preflight_profiles	preflight profile: expected an object, got {{profile}}
preflight_profiles.preflightProfileFixupApp	pattern	preflight_profiles	preflight profile: '{{fid}}' is not a fixup this app performs (it knows: {{v1}}).
preflight_profiles.preflightProfileFixupEntry	pattern	preflight_profiles	preflight profile: a fixup entry must name an id, got {{entry}}
preflight_profiles.preflightProfileFixupsMust	pattern	preflight_profiles	preflight profile: 'fixups' must be a list, got {{fixups}}
preflight_profiles.preflightProfileIdMust	exact	preflight_profiles	preflight profile: 'id' must be a non-empty name.
preflight_profiles.preflightProfileMustList	pattern	preflight_profiles	preflight profile: {{check_id}}.{{name}} must be a list of text values, got {{item}} in it
preflight_profiles.preflightProfileMustList2	pattern	preflight_profiles	preflight profile: {{check_id}}.{{name}} must be a list of text values, got {{raw}}
preflight_profiles.preflightProfileMustNumber	pattern	preflight_profiles	preflight profile: {{check_id}}.{{name}} must be a number, got {{raw}}
preflight_profiles.preflightProfileMustText	pattern	preflight_profiles	preflight profile: {{check_id}}.{{name}} must be text, got {{raw}}
preflight_profiles.preflightProfileMustTrue	pattern	preflight_profiles	preflight profile: {{check_id}}.{{name}} must be true or false, got {{raw}}
preflight_profiles.preflightProfileNameMust	pattern	preflight_profiles	preflight profile: 'name' must be text, got {{name}}
preflight_profiles.preflightProfileParametersFixup	pattern	preflight_profiles	preflight profile: the parameters of fixup '{{fid}}' must be an object, got {{params}}
preflight_profiles.preflightProfileProfileApp	pattern	preflight_profiles	preflight profile: '{{pid}}' is a profile this app ships and cannot be replaced. Save it under a different id.
preflight_profiles.preflightProfileSchemaOne	pattern	preflight_profiles	preflight profile: schema {{schema}} is not one this app reads (it reads schema {{SCHEMA}}).
preflight_profiles.preflightProfileSeverityMust	pattern	preflight_profiles	preflight profile: {{check_id}}.severity is {{raw}}; it must be one of {{v2}}.
preflight_profiles.preflightProfileValidJson	pattern	preflight_profiles	The preflight profile is not valid JSON: {{exc}}
preflight_profiles.preflightProfileWhichMust	pattern	preflight_profiles	preflight profile: {{check_id}}.{{name}} is {{value}}, which must be {{bound}}.
preflight_profiles.therePreflightProfileCalled	pattern	preflight_profiles	There is no preflight profile called '{{pid}}' (this app ships: {{v1}}).
preflight_sweep.checkWritesNothingThere	exact	preflight_sweep	A check writes nothing, so there is nothing for in-place mode to replace. Run it in fix mode, or give a destination for the reports.
preflight_sweep.destinationMustOutsideSource	exact	preflight_sweep	The destination must be outside the source folder -- choose a separate folder for the reports.
preflight_sweep.preflightProfileCarriesFixups	pattern	preflight_sweep	The preflight profile '{{v0}}' carries no fixups, so a fix run over this folder would repair nothing. Choose a profile that carries some, or run the sweep as a check.
preflight_sweep.preflightSweepRunsMode	pattern	preflight_sweep	A preflight sweep runs in {{v0}} mode, not {{mode}}.
prepress.destinationProfileDescribesColour	pattern	prepress	The destination profile "{{label}}" describes "{{v1}}" colour, not CMYK.
prepress.destinationProfileProfileWhich	pattern	prepress	The destination profile "{{label}}" is a "{{v1}}" profile, which does not describe an output condition.
prepress.ghostscriptCmykConversionFailed	pattern	prepress	Ghostscript CMYK conversion failed: {{v0}}
prepress.ghostscriptPdfXConversion	pattern	prepress	Ghostscript PDF/X conversion failed: {{v0}}
prepress.outputIntentCannotCarry	pattern	prepress	The output intent cannot carry "{{text}}" — a PDF/X output condition is written in the document's own encoding, which does not hold every character of that name.
prepress.pdfXConversionAbandoned	pattern	prepress	PDF/X conversion abandoned the standard: {{said}}
prepress.pdfXOutputCarries	exact	prepress	PDF/X output carries no /OutputIntents — conversion failed.
prepress.renderIntentMustPerceptual	exact	prepress	render_intent must be perceptual, relative, saturation, or absolute.
prepress.trappedMustOne	pattern	prepress,trapping	Trapped must be one of {{allowed}}.
prepress.versionMustXX	exact	prepress	version must be 1 (X-1a), 3 (X-3), or 4 (X-4).
print_layout.failed	pattern	print_layout	{{what}} failed: {{v1}}
print_layout.posterOverlapMustSmaller	exact	print_layout	Poster overlap must be smaller than the paper
print_layout.timedOutAfterS	pattern	print_layout	{{what}} timed out after {{RENDER_TIMEOUT_S}}s
print_layout.unvalidatedPageSpecToken	pattern	print_layout	unvalidated page spec token: {{token}}
printer.copiesMustBetweenGot	pattern	printer	Copies must be between 1 and {{MAX_COPIES}}, got {{copies}}
printer.copiesMustWholeNumber	pattern	printer	Copies must be a whole number, got {{copies}}
printer.customScaleAppliesSingle	exact	printer	Custom scale applies to the single-page layout only
printer.descendingPageRange	pattern	printer	Descending page range: '{{token}}'
